emp_no,birth_date,first_name,last_name,gender,hire_date
11507,1956-01-27,Kristian,Cangellaris,M,1994-05-19
11508,1956-05-03,Ronnie,Ritcey,F,1988-04-12
11509,1954-06-18,Aleksander,Feldhoffer,M,1987-11-12
11510,1957-11-12,Masamitsu,Wursthorn,M,1996-07-28
11513,1954-07-16,Otmar,Mahnke,M,1986-03-27
11515,1955-03-03,Ulf,Basawa,F,1986-02-27
11516,1958-01-06,Hironoby,Sethi,M,1992-07-26
11518,1953-07-21,Jinxi,Oxman,M,1985-07-03
11519,1954-11-26,Halsur,Chinen,F,1989-11-09
11520,1958-01-01,Pranas,Jervis,F,1991-11-20
11521,1952-06-14,Eldridge,Eastman,F,1995-10-17
11522,1957-05-24,Yishay,Peris,M,1991-10-26
11523,1953-01-25,Yuguang,Pezzoli,F,1992-12-23
11524,1955-10-26,Xiadong,Standera,M,1988-09-20
11525,1958-04-14,Tadahiro,Huttel,M,1988-11-03
11526,1954-04-19,Tonny,Impagliazzo,M,1992-02-23
11527,1952-02-06,Alagu,Boyle,M,1988-07-03
11528,1955-04-26,Zito,Dolinsky,M,1987-06-15
11530,1956-11-14,Oscar,Jarecki,M,1985-06-10
11531,1952-09-08,Radhika,Motley,M,1990-02-27
11532,1958-03-01,Shahab,Cromarty,M,1991-12-01
11533,1953-10-30,Vitaly,Lorch,M,1991-08-20
11535,1956-11-08,Aemilian,Ohori,F,1988-07-09
11536,1959-10-07,Mahmut,Pintelas,F,1991-09-06
11537,1955-06-29,DAIDA,Pehl,M,1986-07-06
11538,1958-09-29,Dekang,Bage,M,1987-03-24
11539,1957-12-17,Yechiam,Zaumen,M,1993-05-15
11540,1954-01-26,Chanjung,Portugali,M,1993-02-09
11541,1957-05-25,Chinhyun,Coombs,F,1990-04-05
11543,1959-07-21,Takahiro,Krohm,M,1987-04-01
11552,1956-03-11,Tommaso,Ferretti,M,1989-11-01
11554,1955-05-28,Subhash,Taubenfeld,M,1988-10-17
11555,1955-08-05,Kotesh,Perfilyeva,M,1986-10-14
11557,1959-12-22,Candido,Pesch,F,1998-08-18
11558,1959-06-20,Sungwon,Hofting,M,1996-09-18
11560,1957-01-22,Terresa,Birta,F,1989-02-07
11562,1953-06-22,Rimli,Alencar,M,1988-06-30
11563,1958-11-05,Teruyuki,Tetzlaff,M,1988-12-10
11564,1958-02-15,Sastry,Verspoor,M,1989-10-12
11567,1954-07-06,Teiji,Mitzlaff,M,1988-02-03
11568,1955-12-01,Martins,Fujisaki,M,1987-07-28
11569,1959-08-29,Kasidit,Geffroy,F,1986-10-06
11571,1957-11-11,Jinpo,Takkinen,F,1986-02-15
11572,1957-06-01,Vidya,Quittner,M,1985-02-28
11573,1952-12-18,Pranas,Hutton,F,1990-02-04
11575,1955-02-22,Godehard,Plotkin,F,1991-12-19
11577,1953-01-11,Mayumi,Deyuan,M,1992-09-23
11578,1953-12-22,Edwin,Rosti,F,1985-11-22
11580,1956-04-05,Chanjung,Tanemo,M,1985-07-06
11581,1953-04-12,Patricio,Rosenbaum,F,1992-11-13
11584,1956-03-20,Pradeep,Waymire,F,1985-06-20
11585,1959-05-28,Chaitali,Vandervoorde,M,1994-10-13
11587,1954-07-04,Shem,Zambonelli,M,1989-04-24
11588,1952-07-20,Kaijung,Panangaden,M,1986-10-13
11589,1955-01-10,Gina,Plessier,F,1994-02-23
11592,1956-09-21,Hilary,Nishimukai,M,1991-12-14
11595,1953-02-26,Takanari,Kamber,M,1992-01-23
11596,1952-12-22,Yannik,Gunderson,F,1993-11-21
11597,1955-04-10,Yongdong,Talmon,M,1990-02-01
11599,1958-03-23,Deniz,Ashish,M,1989-03-13
11601,1958-11-17,Erez,Ritzmann,M,1990-04-07
11602,1953-08-09,Somnath,Malabarba,M,1993-06-21
11603,1954-12-07,Herb,Swen,F,1985-04-13
11606,1952-11-05,Perry,Pepe,M,1994-01-07
11607,1953-12-03,Tomokazu,Foong,F,1987-09-12
